propertyid,attrition,latitude,longitude,bedrooms,bathrooms,averagedailyrateusd,rating_overall,rating_communication,rating_accuracy,rating_cleanliness,rating_checkin,rating_location,rating_value,reservationdays1,reservationdays2,reservationdays3,reservationdays4,reservationdays5,reservationdays6,reservationdays7,reservationdays8,reservationdays9,reservationdays10,reservationdays11,reservationdays12,nmon
1602647,0,37.688644,-122.46285,1,2.0,40.25,96,10,9,9,10,9,9,17.0,2.6666667,13.666667,0.5,6.6666665,10.0,24.0,21.75,6.5,13.75,12.25,12.25,39
15548612,0,37.906506,-122.66,3,3.0,540.5,99,10,10,10,10,10,10,7.0,8.5,7.5,9.0,3.0,20.0,15.0,25.0,18.0,9.5,7.0,8.0,18
14089782,0,37.721443,-122.45179,2,2.0,150.53,90,10,9,10,10,9,10,24.5,4.0,0.0,1.0,7.0,30.0,15.5,9.0,30.0,5.0,3.0,12.5,18
13117961,1,37.563847,-122.03389,3,2.0,386.14001,100,10,10,10,10,9,9,0.0,0.0,0.0,0.0,5.0,13.5,13.5,11.5,1.5,6.0,6.5,0.0,23
3376512,0,37.741722,-122.41107,2,2.0,266.20999,98,10,10,10,10,9,9,2.0,1.6666666,11.5,6.0,4.3333335,17.333334,8.666667,9.333333,11.666667,7.0,9.0,3.25,38
10524457,1,37.932163,-122.51675,1,1.0,215.0,84,10,10,10,8,9,10,0.0,0.5,0.0,0.0,0.0,3.5,5.0,6.5,4.0,0.0,0.0,0.0,21
10675168,0,37.665115,-121.9057,1,1.0,64.470001,95,10,10,10,10,10,10,9.5,12.333333,7.6666665,13.0,18.0,13.0,25.0,24.5,16.5,13.5,8.5,14.5,26
953520,0,37.88361,-122.47337,1,1.0,139.0,98,10,10,10,10,10,10,12.25,4.75,8.0,4.0,7.3333335,6.0,18.666666,10.5,11.75,9.75,8.25,9.75,44
13294142,0,37.848114,-122.26618,1,1.0,107.25,95,10,10,9,10,10,10,30.5,25.0,27.0,18.0,29.0,22.5,28.5,29.0,27.0,20.5,27.5,27.0,21
14913657,0,37.778297,-122.45183,1,1.0,143.86,98,10,10,10,10,10,10,2.0,0.0,3.0,3.0,9.0,9.0,11.0,21.0,6.0,13.5,9.0,0.5,19
4059788,0,37.902256,-121.59576,3,2.5,264.78,98,10,10,10,10,10,10,8.0,16.0,15.5,12.333333,14.333333,20.666666,21.0,21.0,13.0,20.25,12.25,21.666666,41
14647698,1,37.781319,-122.4327,1,1.0,98.800003,92,10,9,9,10,10,9,27.0,25.0,31.0,15.0,15.0,22.0,14.0,10.0,28.0,27.0,19.0,13.0,13
14948905,0,37.758053,-122.42255,3,2.5,451.45999,100,10,10,10,10,10,10,24.0,23.5,25.0,23.0,25.0,23.0,26.0,31.0,24.0,30.0,15.0,14.0,17
12248395,1,37.793922,-122.41468,2,1.0,225.45,86,8,9,9,8,9,8,24.0,17.0,7.0,13.0,1.5,8.5,28.0,14.0,9.0,20.0,19.0,18.0,14
3586296,1,37.779041,-122.45341,1,1.5,142.39,96,10,10,10,10,9,9,15.666667,14.0,17.666666,17.666666,17.333334,26.666666,30.0,21.0,24.666666,19.0,13.0,18.0,36
5029651,0,37.921719,-122.50293,3,3.0,299.39001,97,10,10,10,10,10,10,7.6666665,8.0,8.0,10.0,6.0,6.0,8.5,9.0,4.0,4.6666665,5.5,4.0,25
17462642,0,37.505306,-122.47581,2,2.0,399.14999,100,10,10,10,10,10,10,6.0,5.0,12.0,7.0,9.0,22.0,27.0,27.0,28.0,20.0,12.0,12.0,13
17218842,0,37.700432,-122.49187,1,1.0,61.59,87,9,10,10,10,10,9,0.0,0.0,9.5,9.0,4.0,22.0,4.0,18.0,15.0,12.0,5.0,0.0,13
5492448,1,37.639038,-122.07867,1,0.5,33.299999,83,9,9,8,9,8,9,27.5,18.333334,22.666666,27.666666,29.666666,28.666666,30.0,29.666666,28.666666,30.333334,29.666666,21.666666,35
201579,0,37.777557,-122.43327,1,1.5,274.98001,97,10,10,10,10,10,10,22.75,20.25,21.75,19.0,19.0,19.666666,22.0,23.5,22.5,22.0,21.0,17.5,43
8992452,1,37.845898,-122.28474,1,1.0,69.919998,93,10,10,10,10,9,10,0.0,3.0,27.0,1.0,2.0,2.0,29.0,14.0,1.0,4.0,19.5,7.0,16
9462355,0,37.776581,-122.43663,4,2.0,810.31,100,10,10,10,10,10,9,2.0,3.0,4.5,6.0,0.0,0.5,10.0,4.5,7.0,3.0,0.0,2.0,26
2454448,0,37.894196,-122.2799,2,1.5,105.05,92,10,10,10,10,10,10,6.75,7.25,8.25,6.6666665,13.666667,17.0,13.333333,16.75,17.5,5.75,13.5,7.5,44
658588,0,37.756031,-122.44643,2,1.0,272.92999,99,10,10,10,10,10,10,19.75,15.0,20.333334,17.666666,18.333334,25.666666,26.0,27.0,25.25,23.0,17.25,16.0,42
6629798,0,37.728363,-122.41643,1,1.0,106.39,96,10,10,10,10,9,9,26.666666,27.333334,29.666666,28.5,20.666666,26.666666,31.0,30.666666,29.666666,30.333334,27.666666,18.666666,35
10948588,0,37.893814,-122.26323,3,1.5,190.35001,98,10,10,10,10,10,10,11.0,15.666667,25.333334,12.0,12.5,19.5,26.0,22.5,2.0,29.0,23.5,26.0,23
8838231,0,37.758457,-121.9769,1,1.0,76.370003,98,10,10,10,10,10,10,22.333334,14.0,13.333333,11.5,13.0,17.0,12.0,12.5,18.0,14.666667,10.666667,18.666666,30
5195875,0,37.901672,-122.30551,2,1.0,111.97,96,10,10,10,10,9,10,19.0,26.75,27.25,27.333334,27.333334,26.333334,29.0,30.333334,26.0,27.333334,23.0,23.333334,39
8811992,1,37.901363,-122.05613,1,1.0,60.0,89,10,10,9,10,9,9,17.5,8.5,18.5,14.0,12.5,16.5,11.5,21.0,15.5,12.0,6.6666665,17.0,26
12054437,0,37.592567,-122.40285,1,1.0,94.290001,97,10,10,10,10,10,10,10.5,13.0,9.0,9.0,7.0,6.5,14.5,16.5,10.0,11.5,5.0,11.5,21
9471416,0,37.745708,-122.43021,1,1.0,117.26,98,10,10,10,10,10,10,16.0,25.5,19.666666,6.0,28.0,30.0,18.5,31.0,30.0,18.5,21.0,8.5,20
11620718,1,37.798744,-122.42504,1,1.0,221.85001,93,10,10,9,10,10,9,24.0,19.0,16.5,20.0,28.5,19.0,23.0,14.0,26.0,27.0,19.0,12.0,17
6411642,0,37.851013,-122.27058,3,2.5,309.62,97,10,10,10,10,10,10,12.0,6.3333335,15.0,9.5,13.333333,20.333334,14.666667,10.666667,16.0,20.0,12.0,11.666667,35
9350357,1,37.77935,-122.3963,1,1.0,191.11,100,10,10,10,10,10,10,25.5,2.0,10.0,16.5,2.0,23.0,29.0,19.5,1.5,7.0,0.0,2.5,18
13155451,0,37.73592,-122.50633,1,1.0,146.63,98,10,10,10,10,10,10,26.0,28.0,27.5,7.0,7.5,18.0,24.0,29.5,18.5,14.0,22.5,14.0,22
1725853,0,37.74733,-122.48952,1,1.0,155.58,96,10,10,10,10,9,9,23.25,24.5,26.5,22.0,25.666666,27.333334,26.333334,26.75,26.0,27.25,24.5,18.25,44
14252082,0,37.628559,-122.4116,1,1.0,96.910004,86,9,9,8,10,9,9,16.5,22.0,22.5,24.0,25.0,25.0,29.0,28.0,27.5,26.0,20.0,20.0,20
10172803,1,37.855362,-122.22148,1,1.0,67.480003,96,10,10,10,10,9,10,15.5,14.5,1.0,7.5,14.5,4.0,11.0,17.0,4.0,7.0,0.0,6.0,19
10234203,1,37.470493,-122.24232,1,1.0,86.690002,96,10,10,10,10,10,9,2.3333333,2.3333333,6.5,12.5,21.5,17.0,20.5,21.0,18.0,20.5,9.0,1.0,26
18017978,1,38.143856,-122.8774,1,1.0,381.98001,100,10,10,10,10,8,8,0.0,0.0,0.0,3.0,5.0,8.0,5.0,4.0,10.0,5.0,4.0,0.0,12
12324662,0,37.878456,-122.27615,1,1.0,80.25,99,10,10,10,10,10,10,1.0,10.5,11.0,5.0,6.0,7.0,14.0,10.0,10.5,6.5,15.5,7.5,23
15167554,0,37.705795,-122.45856,1,1.0,66.480003,78,9,9,8,9,8,8,19.0,20.0,24.5,18.0,19.0,20.0,19.0,31.0,29.0,13.5,19.0,17.0,18
17301549,0,37.81443,-122.24635,2,1.0,179.84,90,9,10,9,9,9,9,18.0,21.0,10.5,10.0,17.0,25.0,30.0,22.0,23.0,30.0,16.0,20.0,13
795254,0,37.770309,-122.43242,1,1.0,144.71001,99,10,10,10,10,10,10,18.25,14.75,20.75,22.333334,23.0,18.333334,28.666666,22.25,13.666667,22.25,13.0,16.5,43
12035996,0,38.256042,-122.97042,7,4.0,1067.16,96,9,10,10,10,10,9,13.5,15.5,17.0,12.0,15.5,14.5,20.0,18.0,15.0,12.0,14.5,17.0,24
10876562,0,37.758755,-122.43513,1,1.0,273.70001,100,10,10,10,10,10,10,10.0,12.333333,9.666667,10.0,12.0,16.0,14.5,15.0,19.0,20.5,14.5,12.0,26
13128357,0,37.762096,-122.4035,0,2.0,131.27,99,10,10,10,10,10,10,26.0,20.0,23.5,30.0,13.0,16.0,7.0,26.0,20.0,23.5,24.0,28.0,23
5589500,1,37.771317,-122.43977,0,1.0,202.03,98,10,10,10,10,10,10,4.0,10.0,2.5,5.0,6.0,2.3333333,11.5,5.0,5.0,5.6666665,17.0,3.5,20
3774808,0,37.842422,-122.24831,0,1.0,155.22,99,10,10,10,10,10,10,21.5,23.0,22.5,23.0,25.0,26.666666,28.0,18.5,24.5,26.75,23.0,24.25,44
14299813,0,37.859894,-122.27287,1,1.0,64.730003,91,10,10,9,10,9,10,17.5,20.0,23.0,27.0,24.0,25.0,31.0,18.0,29.5,25.5,23.5,16.0,20
7180928,0,38.254097,-122.85941,1,1.0,159.22,100,10,10,10,10,10,10,3.3333333,5.3333335,5.3333335,4.5,17.0,10.5,11.0,5.0,7.3333335,4.6666665,5.0,6.6666665,33
15633213,1,37.725582,-122.42323,1,2.5,119.12,98,10,10,10,10,9,10,7.0,11.0,5.0,19.0,21.0,24.0,17.0,26.0,24.0,15.0,10.0,6.5,15
8906061,0,37.525959,-121.99282,1,1.0,73.389999,91,10,9,9,10,9,9,14.0,7.6666665,11.666667,6.0,12.0,21.0,6.5,8.0,7.0,6.0,12.666667,14.0,29
16336782,0,37.762901,-122.48906,0,1.0,215.71001,98,10,10,10,10,9,9,9.5,9.5,8.5,6.0,9.0,30.0,26.0,27.0,26.0,25.0,7.0,14.0,15
7022933,0,37.855164,-122.22112,1,1.0,210.58,98,10,10,9,10,10,10,3.6666667,1.0,1.6666666,3.0,1.5,0.33333334,11.333333,3.0,0.0,12.333333,0.0,0.0,33
7548846,0,37.841003,-122.27296,1,1.5,46.959999,93,10,10,9,10,9,9,23.666666,27.333334,26.333334,28.0,29.0,29.5,28.5,25.0,28.0,27.0,20.666666,26.5,31
9708300,0,37.852135,-122.27444,0,1.0,113.84,96,10,10,10,9,10,9,18.333334,16.0,14.0,21.5,26.5,25.5,26.0,19.0,21.5,24.0,7.0,4.6666665,28
7417050,0,37.787601,-122.42664,1,1.0,144.85001,94,10,10,9,10,10,9,9.0,3.3333333,6.5,10.5,8.0,10.0,6.0,8.0,14.0,3.0,2.0,2.6666667,30
11343244,0,37.976128,-122.57615,1,1.0,182.27,100,10,10,10,10,10,10,21.0,10.666667,22.333334,20.5,25.0,27.0,26.0,26.0,19.5,18.5,19.5,16.5,25
15157053,0,37.801579,-122.41016,1,1.0,93.059998,83,9,9,8,9,10,9,15.0,6.0,11.0,21.0,25.0,27.0,27.0,27.0,12.0,27.0,19.5,23.0,18
850064,1,37.943531,-122.52636,1,1.0,201.14999,98,10,10,10,10,10,10,0.0,1.75,0.5,1.3333334,2.6666667,2.0,6.0,4.5,2.25,2.75,0.0,1.75,44
9529214,1,37.927818,-122.04749,1,1.0,109.17,100,10,10,10,10,10,9,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.0,28
16160956,0,37.832493,-122.25084,5,2.0,505.04001,99,10,10,10,10,10,10,31.0,28.0,14.0,18.0,30.0,22.0,31.0,31.0,5.0,31.0,30.0,28.0,12
281472,0,37.510132,-122.26742,1,1.0,78.639999,96,10,10,10,10,10,10,18.5,9.25,13.5,11.333333,7.0,17.666666,18.0,15.75,11.75,16.5,20.0,16.0,44
17778664,0,37.786091,-122.46935,1,1.0,287.26999,97,10,10,10,10,10,9,14.0,24.0,10.0,20.0,12.0,25.0,30.0,21.0,18.0,30.0,25.0,20.0,13
15888446,0,37.780518,-122.40413,1,1.0,164.7,99,10,10,10,10,10,10,30.5,27.5,22.0,18.0,17.0,23.0,22.0,25.0,21.0,23.0,13.0,18.0,17
14874905,0,37.701405,-122.46604,1,1.0,82.769997,95,10,10,9,10,9,9,7.5,3.5,1.5,0.0,0.0,13.0,15.0,19.0,12.5,9.5,6.5,7.5,19
2537706,0,37.860222,-122.2587,1,1.0,52.98,86,9,9,9,9,9,9,22.75,28.0,28.666666,26.666666,29.333334,30.0,31.0,30.75,27.75,30.75,26.0,27.75,42
6764814,0,37.770317,-122.25333,1,1.0,78.389999,99,10,10,10,10,10,10,7.0,15.333333,16.333334,9.0,20.5,19.333334,20.0,20.666666,17.666666,12.333333,9.666667,7.6666665,34
4092273,0,37.875137,-122.28244,1,1.0,99.699997,96,10,10,10,10,10,10,24.5,20.75,22.25,22.666666,24.666666,24.666666,25.333334,28.0,21.25,26.75,22.75,20.75,43
11345707,0,37.735626,-122.4377,0,1.0,123.64,100,10,10,10,10,10,10,22.5,22.5,24.0,20.0,27.0,19.5,30.5,30.5,29.0,26.0,17.5,24.0,24
4695477,0,37.766117,-122.45174,1,1.0,126.0,97,10,10,10,10,10,10,10.25,18.0,23.333334,8.666667,20.666666,20.333334,25.333334,23.333334,28.0,22.333334,12.0,16.75,39
221342,0,37.802811,-122.4154,1,1.0,163.38,95,10,10,10,9,10,9,6.0,11.25,17.25,12.333333,11.666667,17.333334,20.0,18.5,15.25,13.25,9.5,4.25,44
9275612,0,37.743923,-122.42181,1,1.0,800.0,100,10,10,10,10,10,10,1.0,0.0,0.0,0.5,0.5,1.0,1.5,1.0,0.5,0.5,1.0,6.3333335,27
4816451,1,37.724426,-121.92564,1,1.5,63.119999,92,9,9,9,10,9,9,19.666666,19.333334,18.0,10.5,21.5,18.333334,28.0,20.0,16.333334,13.5,9.25,3.6666667,31
6645657,1,38.071529,-122.80552,4,4.5,768.54999,100,10,10,10,10,10,10,8.0,5.5,3.0,3.0,4.5,6.3333335,0.0,3.0,0.0,0.0,4.3333335,14.0,27
15422181,0,37.763638,-122.45826,1,1.0,61.470001,92,10,9,9,10,10,9,27.5,25.0,29.5,29.0,30.0,30.0,31.0,31.0,28.0,16.0,17.0,25.5,18
9476010,0,37.749199,-122.44064,3,2.0,406.73999,95,10,10,10,10,10,10,28.666666,9.333333,4.0,2.0,21.0,22.0,24.5,20.0,26.0,12.0,16.0,27.0,25
2326775,0,37.800522,-122.42657,1,1.0,232.82001,96,10,10,10,10,10,9,5.75,4.0,3.6666667,1.6666666,1.0,7.0,3.3333333,4.3333335,4.6666665,8.0,2.0,10.25,34
7772800,1,37.79406,-122.41723,1,1.0,150.03999,94,10,10,9,10,10,10,10.0,19.5,30.5,14.0,24.0,19.5,23.0,17.0,12.0,10.5,11.0,16.5,25
15602114,0,37.756874,-122.47607,2,1.0,261.63,94,10,10,9,10,9,9,18.5,17.0,21.0,26.0,26.0,23.0,26.0,21.0,17.0,12.0,21.5,25.0,16
11845487,0,37.739067,-122.47727,1,1.0,152.87,93,10,10,10,10,10,9,16.0,20.5,17.666666,23.0,25.0,24.5,26.0,26.5,25.5,26.0,18.5,17.5,25
845501,0,37.709778,-122.43079,1,1.0,58.240002,88,10,9,9,10,8,9,22.25,20.5,26.25,24.333334,22.333334,26.666666,25.333334,24.666666,25.333334,22.0,12.5,15.25,42
8867263,0,37.939655,-122.52306,1,1.0,167.12,100,10,10,10,10,10,10,6.0,15.333333,0.66666669,2.0,9.5,7.0,13.0,12.5,9.5,5.6666665,2.3333333,16.333334,30
9545064,0,37.750725,-122.41492,1,1.0,107.58,94,10,10,9,10,10,9,19.333334,20.0,20.0,23.0,27.0,26.5,28.0,28.5,27.5,26.0,11.333333,15.666667,29
8386950,0,37.849731,-122.15005,1,1.0,88.879997,96,10,10,10,10,10,10,22.0,13.333333,24.0,24.0,24.0,22.0,20.0,15.5,19.333334,24.666666,18.333334,24.333334,31
431632,0,37.781353,-122.48266,1,1.0,140.78,89,10,9,9,10,9,9,18.0,19.75,21.25,23.0,25.0,24.333334,26.333334,24.666666,22.333334,22.5,17.5,13.0,42
17533184,0,37.907688,-122.07285,1,1.0,87.529999,97,10,10,10,10,10,10,2.0,12.0,5.5,18.0,17.0,19.0,19.0,11.0,17.0,18.0,17.0,2.0,13
15645520,0,37.514885,-122.27227,1,1.0,66.620003,95,10,10,9,10,9,10,17.5,24.5,26.0,25.0,22.0,28.0,26.0,23.0,27.0,14.0,18.0,26.5,18
9114462,1,37.871197,-122.27611,1,1.0,158.13,94,10,10,9,10,10,9,10.0,7.5,13.0,12.0,17.5,15.0,17.0,27.5,19.0,10.0,13.666667,8.333333,26
1606117,0,37.976295,-122.59597,0,1.0,142.81,96,10,10,9,10,10,10,9.25,7.75,14.333333,13.0,14.666667,18.0,20.0,21.0,14.75,14.5,10.75,13.5,41
5434711,1,38.056297,-122.21634,1,1.0,86.760002,99,10,10,10,10,10,10,3.5,3.5,6.6666665,6.3333335,8.333333,1.6666666,10.0,7.5,5.3333335,2.6666667,2.0,6.0,33
11259062,0,37.752399,-122.42448,0,1.0,188.64999,99,10,10,10,10,10,10,21.5,14.5,23.5,21.0,31.0,26.0,18.0,26.5,25.5,27.5,17.0,24.0,21
10964879,1,37.831764,-122.22678,1,1.0,131.28999,94,10,10,10,10,10,10,0.0,2.0,3.0,0.5,0.0,8.5,10.5,2.0,5.0,1.0,0.0,6.0,20
7963103,0,37.788372,-122.41091,0,1.0,275.67001,96,10,10,10,10,10,10,4.6666665,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.33333334,5.6666665,4.3333335,1.6666666,0.0,29
9098317,0,37.796055,-122.19018,0,1.0,133.13,98,10,10,10,10,9,10,11.0,8.5,16.5,5.0,9.0,19.5,25.0,26.0,22.0,16.5,9.5,27.0,21
11942493,0,37.98616,-122.59121,2,1.0,154.83,94,10,10,10,10,10,9,13.5,6.5,16.0,18.5,19.0,11.5,16.0,18.5,21.0,20.5,23.5,20.0,23
33577,0,37.765144,-122.3975,1,1.0,232.97,99,10,10,10,10,10,10,23.0,25.25,27.0,26.666666,28.0,27.333334,29.666666,29.0,26.75,30.5,24.0,24.25,44
17892443,0,37.786312,-122.41396,0,8.0,74.43,85,9,9,9,9,7,9,19.0,15.0,5.5,6.0,19.0,8.0,14.0,28.0,23.0,22.0,9.0,1.0,13
16557878,0,37.880672,-122.27676,2,1.0,237.24001,100,10,10,10,10,10,10,17.0,19.5,11.5,13.0,31.0,23.0,26.0,24.0,20.0,0.0,0.0,15.0,15
12005585,0,37.700871,-122.17649,1,1.0,150.96001,84,9,8,8,9,8,8,4.0,2.0,1.0,1.5,5.0,3.0,2.0,7.5,22.5,3.0,4.0,0.0,24
15662917,0,37.750248,-122.43837,1,1.0,134.08,99,10,10,10,10,10,10,20.0,10.0,20.0,22.0,9.0,15.0,28.0,27.0,27.0,27.0,21.0,7.5,16
13226293,1,37.745869,-122.45828,2,1.0,221.78999,89,9,9,10,9,9,9,15.0,19.0,24.0,26.0,11.5,24.0,25.0,22.0,19.0,18.0,8.0,10.0,19
17497758,0,37.810463,-122.29831,2,2.5,168.25999,92,10,9,10,10,7,9,27.0,28.0,24.0,20.0,2.0,30.0,30.0,25.0,26.0,24.0,20.0,18.0,13
12454870,0,37.779026,-122.40796,2,1.0,257.60001,92,10,10,10,10,8,9,18.5,11.0,15.5,13.5,26.0,15.5,23.0,26.0,28.0,28.0,26.5,22.5,24
6854246,0,37.70401,-122.46883,1,1.0,207.67,90,9,10,9,9,9,9,1.3333334,6.3333335,1.3333334,2.0,6.5,3.6666667,10.0,4.6666665,7.0,6.3333335,0.0,0.0,34
7022309,0,37.774975,-122.44356,1,1.5,98.580002,99,10,10,10,10,10,10,23.0,25.333334,27.0,25.0,27.0,15.0,31.0,27.666666,26.666666,27.333334,13.666667,15.0,30
9138300,0,37.472382,-122.13853,3,2.0,176.49001,93,10,10,10,10,8,9,16.0,14.666667,19.333334,19.0,23.5,14.5,16.0,28.0,21.0,26.5,18.333334,8.666667,27
17534666,0,37.737366,-122.39235,1,1.5,78.43,98,10,10,10,10,9,10,21.0,25.0,17.0,25.0,22.0,17.0,28.0,29.0,18.0,14.0,13.0,4.0,13
11319769,0,37.78788,-122.42262,1,1.0,300.20001,93,10,9,9,10,10,9,6.5,6.0,15.0,2.5,23.5,17.0,20.5,17.5,18.0,18.0,4.5,6.5,24
7895553,1,37.813198,-122.2589,1,1.0,124.44,86,9,9,8,9,10,9,13.5,18.0,8.0,0.0,5.0,2.5,5.0,16.0,9.666667,3.6666667,4.6666665,7.3333335,25
16941779,0,37.7491,-122.438,1,1.0,141.66,96,10,10,10,10,10,10,31.0,8.0,12.0,23.0,20.0,13.0,18.0,30.0,19.0,20.0,28.0,6.0,12
1421774,0,37.766499,-122.43607,1,1.0,171.8,97,10,10,10,10,10,10,27.75,27.0,27.0,28.666666,25.0,28.0,29.0,28.25,28.25,28.75,27.75,28.5,44
5333346,0,37.777859,-122.41177,1,1.0,186.06,95,10,9,10,10,10,9,4.3333335,1.0,5.75,4.3333335,13.333333,12.333333,25.333334,15.333333,11.0,17.0,2.0,0.33333334,38
2502413,1,37.899799,-122.27585,1,1.0,92.440002,95,10,10,9,10,9,10,2.3333333,14.0,11.666667,20.0,17.0,11.0,17.5,24.333334,20.666666,22.5,12.0,4.3333335,34
16053814,0,37.625244,-122.04652,1,1.0,46.380001,80,8,9,9,10,9,8,13.0,12.0,20.5,16.0,29.0,24.0,29.0,31.0,29.0,31.0,14.0,23.5,17
794626,0,37.72924,-122.42653,1,1.0,158.89,92,10,9,9,10,9,9,24.0,22.5,26.5,22.333334,24.0,26.0,25.333334,21.75,25.666666,22.75,22.25,21.5,43
13346086,1,37.7878,-122.3971,1,1.0,150.06,98,10,10,10,10,10,10,29.0,22.0,28.0,27.0,31.0,21.5,26.5,20.0,30.0,30.0,24.0,28.0,15
13170841,0,37.77504,-122.27013,5,4.5,573.89001,99,10,10,10,10,10,10,16.5,20.0,26.0,25.0,21.0,13.0,24.0,27.0,20.0,12.5,12.0,17.5,18
1671260,1,37.761826,-122.39312,1,1.0,122.53,100,10,10,10,10,10,10,7.5,19.0,3.0,3.0,9.0,18.0,10.333333,10.25,15.25,13.75,8.666667,17.0,28
11872752,1,37.774975,-122.42593,1,1.0,163.61,96,10,10,10,10,10,10,31.0,28.0,31.0,30.0,28.0,1.5,9.0,24.0,28.0,27.0,17.0,30.0,13
628178,1,37.859032,-122.27227,1,2.0,92.269997,88,10,10,9,10,9,9,0.0,0.0,0.0,0.0,0.0,7.3333335,16.5,13.5,0.0,7.0,0.0,0.0,31
1836896,0,37.823288,-122.25346,1,1.0,80.32,98,10,10,10,10,10,9,3.6666667,0.0,3.0,12.666667,14.333333,11.666667,8.0,10.0,26.5,10.0,5.25,0.0,39
488297,0,37.756134,-122.44066,3,2.0,441.73999,98,10,10,10,10,10,10,20.0,19.0,25.333334,24.333334,25.333334,28.0,26.333334,28.25,24.75,25.25,21.25,23.5,43
2371599,0,37.76553,-122.42994,1,1.0,474.29001,97,10,10,10,10,10,9,2.5,0.0,0.33333334,1.3333334,0.0,1.6666666,0.0,0.0,1.3333334,0.0,1.5,0.0,35
4069642,0,37.677696,-122.40302,2,1.0,172.75999,88,9,9,9,9,9,9,15.25,17.0,20.25,15.666667,20.0,24.5,28.0,16.0,11.0,15.75,11.5,15.5,40
2349483,0,37.75935,-122.39867,1,1.0,122.83,98,10,10,10,10,10,10,17.5,14.25,20.5,21.666666,22.0,22.666666,27.0,26.666666,20.0,21.5,14.0,12.0,42
13026352,1,37.723892,-122.4643,1,1.0,116.62,97,10,10,10,10,10,10,26.0,26.0,25.0,19.0,4.5,19.5,29.0,20.5,26.0,17.0,9.0,26.0,16
10121541,0,37.808655,-122.43832,4,2.5,2860.49,97,10,10,10,10,10,9,10.0,11.333333,14.0,5.5,16.0,4.5,6.0,7.0,3.0,4.0,5.5,3.6666667,27
2182851,0,37.765213,-122.41653,1,2.0,112.61,94,10,10,10,10,8,9,26.75,20.0,23.25,26.0,26.333334,28.333334,30.0,20.25,24.0,28.5,24.25,24.5,44
14152600,0,37.815544,-122.28078,1,1.0,38.169998,95,10,10,9,10,9,10,5.0,1.5,13.0,0.0,14.0,0.0,0.0,11.0,11.5,5.5,0.0,0.0,19
16603222,0,37.753361,-122.41707,2,1.0,220.32001,94,10,10,10,10,10,9,9.0,15.0,7.5,27.0,22.0,23.0,28.0,25.0,21.0,20.0,9.0,11.0,14
543315,0,37.844975,-122.25552,2,1.0,299.56,97,10,10,10,10,10,9,10.5,6.75,14.5,18.0,22.666666,18.333334,21.666666,18.666666,19.666666,21.666666,13.0,20.0,39
3863281,0,37.757267,-122.41873,2,2.0,514.59003,97,10,10,10,10,9,9,25.5,24.5,27.75,26.333334,25.0,24.333334,25.666666,22.25,25.25,25.75,24.75,24.25,44
16285802,0,37.445122,-122.18238,1,1.0,116.35,98,10,10,10,10,10,10,21.0,19.5,14.5,12.0,26.0,18.0,26.0,27.0,25.0,18.0,30.0,16.5,16
4263821,0,37.750931,-122.42702,1,1.0,71.25,97,10,10,10,10,10,10,10.75,10.0,7.25,15.333333,11.333333,16.666666,18.5,17.5,11.0,11.5,14.0,15.25,40
15343159,0,37.721474,-122.40868,1,1.0,71.309998,95,10,10,9,10,9,10,26.0,22.5,25.5,29.0,29.0,28.0,30.0,29.0,25.0,21.5,25.5,29.0,18
11639601,0,37.970516,-122.52943,1,1.0,70.900002,89,10,9,9,9,9,9,10.5,22.5,14.333333,23.0,19.5,19.5,24.0,25.0,22.0,20.5,12.5,11.5,25
4370547,1,37.803913,-122.43037,1,1.0,330.0,90,10,10,8,10,10,9,3.5,7.0,2.0,0.0,4.0,7.0,0.0,0.0,7.0,4.25,5.6666665,1.0,20
8438238,1,37.806778,-122.26862,1,1.0,112.76,97,10,10,10,10,10,10,5.0,12.0,30.0,16.0,13.0,15.5,11.0,15.5,11.333333,14.0,5.5,28.0,20
6092049,0,37.756077,-122.43801,0,1.0,236.25999,99,10,10,10,10,10,10,23.666666,21.0,27.333334,21.0,26.333334,23.666666,28.0,28.333334,26.666666,27.666666,18.0,18.333334,36
1203172,0,37.743198,-122.40936,1,1.0,123.83,96,10,10,9,10,9,9,13.0,8.25,16.0,11.0,11.666667,19.666666,22.666666,18.25,13.0,19.75,15.25,16.5,43
1225319,1,37.782417,-122.40939,1,2.0,76.669998,80,9,8,9,9,7,8,15.666667,14.333333,23.666666,11.666667,16.666666,17.0,24.666666,20.0,20.25,14.75,11.5,11.0,41
14744267,0,37.881466,-122.27272,1,1.0,99.550003,100,10,10,10,10,10,10,0.0,4.0,5.0,7.0,14.0,8.0,7.0,7.0,3.5,9.5,1.0,0.0,20
15946949,1,37.71244,-121.94846,1,1.0,66.980003,95,9,10,9,9,10,9,16.0,8.0,6.0,15.0,16.0,11.0,12.0,26.0,4.0,2.0,5.0,15.0,12
4477069,1,38.019764,-122.28581,1,1.5,72.75,97,10,10,10,10,10,10,8.666667,3.6666667,1.6666666,0.0,5.0,5.6666665,12.666667,15.0,6.5,8.0,2.0,6.0,33
17143852,0,37.702118,-122.46799,1,1.0,109.82,92,10,9,10,10,9,9,23.0,20.0,13.0,17.0,29.0,26.0,27.0,29.0,24.0,20.0,23.0,23.0,13
