propertyid,attrition,latitude,longitude,bedrooms,bathrooms,averagedailyrateusd,rating_overall,rating_communication,rating_accuracy,rating_cleanliness,rating_checkin,rating_location,rating_value,reservationdays1,reservationdays2,reservationdays3,reservationdays4,reservationdays5,reservationdays6,reservationdays7,reservationdays8,reservationdays9,reservationdays10,reservationdays11,reservationdays12,nmon
6091945,0,37.724739,-122.45676,1,1.0,100.1,90,10,10,9,10,10,10,0.0,3.0,5.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,18
7840421,1,37.847099,-122.48069,1,1.0,533.35999,89,10,9,9,9,10,9,0.0,6.0,8.5,10.0,9.0,4.5,7.5,11.0,5.0,6.5,2.0,0.0,23
14357670,0,37.500595,-122.26466,1,1.0,158.63,99,10,10,10,10,10,10,20.5,20.0,25.5,26.0,28.0,28.0,30.0,17.0,22.5,29.0,18.0,25.0,20
6132191,0,37.796326,-122.4119,3,3.0,576.65002,98,10,10,10,10,10,10,7.3333335,5.6666665,8.666667,8.0,8.666667,7.5,4.3333335,3.6666667,11.0,11.666667,6.3333335,3.6666667,35
8249336,0,37.985527,-122.57745,1,1.0,134.53,98,10,10,10,10,10,10,12.0,16.333334,20.333334,17.5,24.0,21.5,27.0,29.0,29.5,26.0,18.0,21.333334,29
14221774,1,37.821056,-122.27129,1,1.5,32.799999,93,10,10,9,10,9,10,0.0,1.0,8.0,12.0,18.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,12
11345843,0,37.536957,-122.28672,1,1.0,99.25,100,10,10,9,10,10,10,22.0,12.0,13.0,14.0,26.0,19.0,27.0,25.5,19.5,21.0,19.5,21.0,21
3890437,0,37.803837,-122.43756,1,1.0,248.16,99,10,10,10,10,10,10,3.25,3.3333333,1.6666666,4.0,3.3333333,6.3333335,7.3333335,11.25,10.25,8.5,3.0,3.0,42
16678379,0,37.763615,-122.48011,1,1.0,91.57,96,10,10,10,10,10,10,12.0,17.5,27.0,29.0,29.0,29.0,31.0,30.0,30.0,31.0,21.0,19.0,15
9388018,0,37.706116,-122.47858,1,1.0,102.24,90,10,10,9,10,9,9,9.0,15.5,18.5,3.0,21.0,14.0,25.5,28.0,27.5,21.0,20.0,10.5,22
15115496,1,37.998463,-122.57331,0,1.0,130.83,100,10,10,10,10,10,10,0.0,0.0,3.0,10.0,5.0,8.0,6.0,20.0,23.0,11.0,7.0,1.0,18
8167459,0,37.778122,-122.50262,1,1.0,140.74001,98,10,10,10,10,10,10,21.333334,18.666666,28.666666,29.5,30.0,29.5,29.0,31.0,22.666666,23.666666,20.0,22.333334,31
10945749,0,37.525806,-121.92448,1,1.0,81.230003,99,10,10,10,10,10,10,17.0,15.666667,18.0,11.0,28.5,25.5,26.5,25.0,24.0,23.5,26.5,19.0,24
12814695,1,37.852058,-122.21331,2,1.0,137.23,94,10,10,10,10,9,9,0.0,0.0,1.0,5.0,6.5,8.0,11.5,5.5,7.0,3.0,0.0,4.0,20
1252623,0,37.772575,-122.23106,1,1.0,91.879997,97,10,10,9,10,9,9,5.5,0.0,0.66666669,7.5,0.0,11.666667,6.5,7.5,9.5,9.75,5.75,5.6666665,37
2947746,0,37.750435,-122.43398,1,1.5,114.37,80,9,8,7,8,10,8,15.75,17.666666,23.333334,20.5,24.333334,16.333334,22.333334,29.75,20.25,22.75,17.75,17.5,41
633412,0,37.579449,-122.35013,1,1.5,125.61,97,10,10,10,10,10,10,16.75,14.5,16.75,17.333334,18.333334,25.333334,20.333334,26.25,18.75,15.25,14.75,11.25,44
4517932,0,37.802914,-122.41626,1,1.0,334.26999,96,10,10,10,10,10,9,14.5,11.0,11.5,11.666667,16.0,11.0,14.666667,13.333333,14.666667,9.75,8.75,12.25,42
7331464,0,37.748978,-122.43125,2,1.0,291.64001,97,10,10,10,10,10,9,23.0,23.0,17.5,18.0,23.0,21.0,24.0,28.0,22.0,25.0,22.0,21.0,13
6558237,0,37.744392,-122.42116,1,1.0,93.300003,97,10,10,10,10,10,10,12.5,14.0,25.5,14.0,14.0,18.333334,21.333334,23.0,18.666666,17.0,21.5,13.5,29
16083525,0,37.756035,-122.4112,1,1.5,346.54999,100,10,10,10,10,10,10,18.5,8.5,7.0,6.0,0.0,3.0,5.0,16.0,17.0,12.0,12.0,5.0,16
14595362,0,37.593491,-122.06855,1,3.0,61.09,97,10,10,10,10,10,10,18.0,22.0,14.0,19.0,15.0,28.0,30.0,15.5,15.0,22.0,12.0,8.5,19
7458945,0,37.778889,-122.40638,1,1.0,300.0,95,10,10,10,10,9,9,10.0,8.0,5.0,8.5,12.5,14.0,11.333333,11.666667,8.0,10.0,2.3333333,1.0,30
419322,0,37.837357,-122.21918,1,1.0,93.139999,98,10,10,10,10,10,10,4.0,3.5,4.0,2.0,18.0,11.0,23.0,15.5,0.5,2.5,3.0,0.0,20
1697558,0,37.895653,-122.29824,4,2.0,306.26999,90,10,9,9,10,10,9,3.5,2.25,4.25,2.0,5.3333335,1.6666666,1.0,3.0,1.3333334,8.333333,1.25,2.0,41
869489,0,37.975521,-122.4794,1,1.0,87.900002,97,10,10,9,10,10,10,14.25,4.5,6.75,14.333333,12.666667,19.333334,19.0,13.75,14.25,12.25,8.5,6.5,44
2865075,0,38.084774,-122.80742,1,1.0,213.78999,99,10,10,10,10,10,9,13.75,13.5,12.25,9.5,8.666667,7.0,6.3333335,8.0,10.0,5.0,5.0,13.25,39
9239003,0,37.932331,-122.55183,0,1.0,117.64,92,10,10,9,10,9,9,7.5,16.0,19.5,23.5,21.0,21.5,23.0,26.5,19.5,25.5,10.0,9.5,24
10923070,1,37.774475,-122.5052,3,2.0,400.20999,94,10,10,10,10,9,9,20.0,14.0,17.0,16.5,15.0,17.0,14.5,14.0,15.5,9.5,19.0,14.0,21
1673011,0,37.758686,-122.4268,3,2.5,608.46002,100,10,10,10,10,10,10,16.333334,5.3333335,15.25,17.0,14.0,14.333333,18.333334,18.5,15.5,23.0,17.0,11.5,41
7229357,1,37.88549,-122.05302,1,1.0,97.07,87,9,9,9,9,10,9,0.5,2.0,7.0,0.0,5.5,3.5,1.5,1.0,9.0,3.0,10.0,0.0,20
11659966,0,37.720139,-122.3935,1,1.0,78.370003,86,9,9,8,9,8,9,14.0,15.0,24.666666,21.5,30.0,27.5,30.0,28.0,29.0,26.5,11.5,26.5,25
17777943,0,37.86047,-122.23759,1,1.0,120.13,100,10,10,10,10,10,10,21.0,19.0,14.5,7.0,20.0,23.0,28.0,21.0,28.0,21.0,23.0,26.0,13
12386446,0,37.99131,-122.58341,1,1.0,179.86,100,10,10,10,10,10,10,4.0,0.0,7.0,2.0,0.0,28.0,14.0,24.0,13.0,14.0,7.0,9.0,13
10121519,1,37.526291,-121.98967,1,1.5,46.25,84,9,9,8,9,9,9,19.5,25.0,31.0,26.0,29.0,17.0,26.0,21.5,30.0,26.0,24.0,13.0,18
16637368,0,37.8284,-122.22155,1,1.0,74.220001,94,10,10,10,9,10,10,7.0,0.0,9.0,24.0,25.0,21.0,2.0,1.0,28.0,20.0,13.0,17.0,13
1343385,0,37.785816,-122.44409,1,1.0,223.17999,98,10,10,10,10,10,10,9.0,15.75,21.75,17.666666,24.333334,23.666666,27.0,18.5,24.5,23.25,21.75,12.75,44
1247028,0,37.861027,-122.57905,1,1.0,486.95999,100,10,10,10,10,10,10,6.5,9.25,7.0,11.0,11.5,6.6666665,9.666667,3.25,6.3333335,5.5,8.5,9.25,41
10807384,0,37.661079,-122.43605,1,1.0,62.490002,98,10,10,10,10,10,10,8.333333,20.0,19.5,22.0,16.0,15.5,10.0,6.0,17.5,26.0,9.5,7.5,22
16032017,0,37.84166,-122.27715,0,1.0,87.220001,98,10,10,10,10,10,10,21.5,15.0,15.0,29.0,29.0,29.0,31.0,31.0,12.0,23.0,15.0,28.5,17
1514152,1,37.855507,-122.26588,1,1.0,119.36,90,10,9,9,10,9,9,15.0,18.0,23.666666,20.333334,26.333334,22.333334,28.666666,25.0,21.0,25.0,17.333334,19.666666,35
10968243,0,37.793079,-122.26939,1,1.0,107.69,97,10,10,10,10,10,9,6.5,3.6666667,7.6666665,16.5,12.0,11.5,17.5,13.0,14.5,10.0,11.5,10.5,26
6658545,0,37.762093,-122.46903,1,1.0,230.85001,89,10,9,9,10,10,9,11.666667,10.5,24.0,22.5,16.0,11.0,21.333334,21.0,13.5,18.0,18.666666,5.0,30
2160504,0,37.726845,-122.43873,1,1.0,96.870003,97,10,10,10,10,9,10,16.0,23.333334,24.666666,13.0,22.0,24.666666,25.0,23.75,14.25,20.0,14.666667,18.25,40
5308076,0,37.900181,-122.06757,1,1.0,181.56,99,10,10,10,10,10,10,22.0,18.25,18.0,13.333333,15.333333,13.0,25.333334,24.0,21.0,22.333334,21.333334,19.333334,38
1668180,1,37.794231,-122.41622,0,1.0,258.32999,94,10,10,10,10,8,9,14.0,5.0,0.0,0.0,9.0,4.5,7.0,2.0,7.0,7.0,10.0,9.0,15
3096065,1,37.958332,-122.54316,1,1.0,150.44,93,10,10,9,9,10,9,1.3333334,1.5,7.5,5.0,11.5,3.5,16.5,11.75,8.333333,7.0,8.0,2.0,33
17238364,0,37.807358,-122.27825,2,1.0,38.459999,85,9,9,9,9,9,9,31.0,28.0,24.0,11.0,22.0,29.0,30.0,31.0,29.0,31.0,30.0,29.0,13
15615510,0,37.763035,-122.42781,0,1.0,164.19,99,10,10,10,10,10,10,20.0,16.0,26.0,26.0,28.0,21.0,30.0,28.0,21.0,10.5,14.5,13.5,18
9051320,1,37.449738,-122.18507,1,1.0,139.07001,84,10,10,9,10,10,8,7.0,28.0,16.0,8.0,12.0,20.5,21.5,16.5,8.5,20.0,3.0,15.5,21
12511225,0,37.787449,-122.40926,0,1.0,115.6,90,9,9,9,10,10,9,23.0,21.0,29.5,13.0,22.5,25.0,25.5,30.0,27.0,26.0,26.0,28.0,19
4339907,1,37.530048,-122.24632,1,1.0,75.0,100,10,10,8,10,10,10,0.0,1.6666666,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,19
15885824,0,37.97451,-122.56072,3,2.0,289.57999,100,10,10,10,10,10,10,12.0,9.0,5.5,8.0,7.0,9.0,17.0,30.0,27.0,19.0,9.5,6.0,16
9460882,1,37.702953,-122.15006,1,1.0,160.0,96,10,10,10,10,9,10,3.5,8.0,3.0,1.5,5.0,7.5,19.0,13.5,15.0,2.0,1.5,5.5,22
12813448,0,37.734047,-122.18411,1,1.0,51.240002,92,10,9,9,10,9,9,26.5,23.0,27.5,28.0,22.0,28.5,29.5,30.5,29.0,22.5,8.0,26.0,22
6705681,0,37.456215,-122.22084,2,2.5,274.66,86,9,9,9,9,9,9,9.0,14.0,14.0,15.0,23.5,17.0,15.5,22.5,11.0,19.666666,14.333333,2.5,25
12972437,1,37.791016,-122.41225,2,1.0,322.14001,91,10,9,10,9,10,9,28.0,27.0,23.0,22.0,11.5,11.5,14.0,17.5,26.0,30.0,24.0,14.5,17
16584588,0,37.875587,-122.02811,2,2.0,385.81,95,10,10,10,10,10,10,8.0,22.0,24.0,9.0,19.0,18.0,27.0,30.0,29.0,31.0,29.0,31.0,14
15102432,0,37.869053,-122.2908,2,1.0,113.31,100,10,10,10,10,10,9,14.5,28.0,31.0,30.0,28.0,25.0,27.0,30.0,27.0,0.0,7.5,17.5,15
9650878,0,37.772968,-122.4369,1,1.0,122.41,94,10,10,9,10,10,9,8.0,11.0,13.0,18.0,14.5,28.0,16.0,23.0,30.0,28.0,13.5,8.333333,25
14994828,0,37.59856,-122.41994,2,1.0,115.68,94,10,10,10,10,10,10,27.5,26.0,18.0,26.0,30.0,28.0,30.0,30.0,17.0,28.5,26.5,29.0,19
18080586,0,37.787586,-122.42316,1,1.0,157.02,94,9,9,10,9,10,9,28.0,20.0,15.0,3.0,25.0,25.0,26.0,24.0,24.0,14.0,24.0,14.0,12
4093967,0,37.74437,-122.40903,1,2.0,142.3,98,10,10,10,10,10,10,14.75,15.75,14.0,10.333333,11.666667,19.0,17.0,14.666667,17.666666,10.75,12.75,12.5,42
15985008,0,37.7407,-122.4518,0,1.0,148.78,97,10,10,10,10,10,10,26.0,24.0,24.0,24.0,25.0,27.0,30.0,27.0,28.0,26.0,10.0,20.5,17
12211173,0,37.897694,-122.63853,10,8.0,4014.46,100,10,10,10,10,10,9,11.0,22.0,19.0,7.0,13.0,5.0,12.5,4.5,13.0,18.5,10.0,25.5,23
4527553,0,37.754189,-122.4159,2,1.5,316.72,98,10,10,10,10,10,9,5.0,10.5,14.0,15.333333,12.333333,16.333334,15.666667,16.0,13.5,10.75,9.0,9.25,41
10730678,0,37.534031,-122.0349,0,1.0,164.47,100,10,10,9,10,9,10,11.5,9.5,18.0,4.0,11.5,15.5,17.5,0.0,0.0,0.0,2.5,26.0,21
9317516,0,37.548428,-122.31225,2,2.0,274.42001,95,9,10,10,10,9,9,12.666667,24.333334,17.0,13.0,21.5,16.0,15.5,21.5,25.0,26.5,15.666667,23.0,29
5901309,0,37.700901,-122.46673,0,1.0,128.52,97,10,10,10,10,10,10,15.666667,16.666666,20.333334,13.666667,18.0,21.666666,23.333334,26.333334,22.0,26.0,16.666666,10.0,36
15770878,1,37.741306,-122.43257,1,1.0,59.290001,93,10,10,10,9,10,10,18.0,0.0,0.0,0.0,13.0,20.0,9.0,29.0,29.0,26.0,8.5,9.0,14
12270649,0,37.433041,-122.43546,4,3.5,1561.62,100,10,10,8,9,9,9,0.0,2.0,3.5,0.0,4.5,0.0,1.0,2.5,7.0,4.0,5.0,2.0,24
14388692,1,37.801498,-122.26936,4,2.0,216.71001,80,10,6,7,10,8,7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,15.0,1.0,0.0,15
8194124,0,37.842175,-122.26611,1,1.0,67.269997,98,10,10,9,10,10,10,4.3333335,13.333333,19.0,3.0,7.5,2.0,27.0,15.0,15.0,2.5,19.0,13.666667,26
589676,0,37.750362,-122.42621,1,1.0,110.4,97,10,10,10,10,10,10,14.0,12.5,13.25,11.333333,21.0,21.5,23.0,28.5,18.666666,15.666667,12.0,7.25,36
1276991,0,37.85408,-122.25968,2,1.5,307.29001,100,10,10,10,10,10,10,0.0,0.0,1.0,6.0,1.5,5.0,13.666667,11.333333,2.3333333,3.0,4.0,6.0,25
10767134,0,37.582321,-122.0533,1,1.0,63.560001,99,10,10,10,10,10,10,15.5,6.6666665,7.0,15.5,6.0,16.0,4.5,6.0,26.0,16.0,24.5,3.5,23
6784867,0,37.744862,-122.4221,1,1.0,95.610001,97,10,10,10,10,10,10,10.666667,15.666667,25.333334,23.0,23.0,16.666666,21.666666,27.333334,23.0,22.666666,11.0,9.0,34
8763529,0,37.757893,-122.41317,1,2.0,50.150002,95,10,9,9,10,9,10,24.5,23.0,26.0,26.0,27.0,27.0,21.5,27.0,27.0,17.666666,17.333334,23.0,25
878897,1,37.897911,-122.48624,1,1.0,183.33,91,9,9,9,9,10,9,0.0,0.0,0.0,0.0,2.0,0.66666669,3.6666667,3.75,1.3333334,2.6666667,0.0,0.5,30
15150231,1,37.76144,-122.4213,1,1.0,145.92999,88,10,9,8,10,10,9,30.0,17.0,17.0,29.0,30.0,29.0,26.0,28.0,27.0,12.0,6.0,31.0,14
14788067,0,37.831169,-122.26308,0,1.0,111.19,99,10,10,10,10,10,10,14.5,18.0,18.0,21.0,23.0,16.0,11.0,18.0,14.5,17.5,16.5,12.0,19
15392180,0,37.768532,-122.44826,3,2.0,157.13,100,10,10,10,10,10,9,11.0,9.5,17.0,0.0,0.0,8.0,20.0,25.0,19.0,16.5,19.0,16.5,18
6453414,1,37.575031,-122.31417,1,1.0,72.120003,98,10,10,10,10,10,10,28.0,22.5,27.0,27.0,23.0,29.0,29.333334,24.666666,19.333334,25.5,26.5,24.5,29
8125411,1,37.764381,-122.42899,3,1.5,521.31,97,10,10,10,10,10,10,19.5,20.5,22.5,7.5,12.0,22.0,25.0,12.0,20.0,17.0,18.0,9.0,18
794662,0,38.254925,-122.96679,3,3.0,1175.0,80,9,9,8,9,9,8,0.25,0.5,0.25,0.66666669,0.66666669,0.0,0.66666669,0.0,0.0,0.5,0.0,0.5,44
17620949,0,37.90015,-122.5332,1,1.0,99.150002,99,10,10,10,10,10,10,25.0,25.0,12.0,26.0,28.0,28.0,26.0,26.0,22.0,28.0,17.0,20.0,13
15558562,0,37.764507,-122.47784,2,2.0,261.54001,92,10,10,9,10,9,9,20.5,20.0,28.5,18.0,22.0,27.0,25.0,29.0,23.0,11.0,16.5,21.0,18
82024,0,37.83923,-122.25732,1,1.0,125.65,98,10,10,10,10,10,10,16.75,13.5,13.25,18.0,17.666666,23.0,24.0,19.75,21.25,16.75,18.25,12.75,44
3567768,0,37.808956,-122.21941,1,1.0,125.39,94,10,10,10,10,10,9,4.25,2.0,1.75,1.0,8.666667,9.333333,9.666667,12.0,3.0,7.5,6.0,0.0,44
14967572,0,37.818558,-122.22855,4,2.5,400.0,100,10,10,10,10,10,10,0.0,4.5,1.5,12.0,7.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,16
2070192,1,37.773724,-122.42876,3,2.0,158.5,95,10,10,9,10,10,9,19.0,17.0,24.0,22.666666,25.666666,25.666666,25.333334,27.25,22.5,23.0,14.333333,20.666666,38
1072791,0,37.777451,-122.45321,1,1.0,132.14999,98,10,10,10,10,10,10,19.25,18.0,22.75,20.0,24.0,23.666666,27.333334,26.75,27.0,27.0,20.25,22.5,44
1378290,0,37.451767,-122.18179,1,4.0,48.16,95,10,9,9,10,10,9,11.666667,11.666667,12.0,12.0,15.0,19.0,19.0,23.0,10.5,7.0,0.25,0.0,40
327413,0,37.900711,-122.64016,2,1.0,257.53,99,10,10,10,10,10,9,18.25,21.5,22.0,7.0,13.333333,16.5,5.5,4.5,10.25,4.5,16.0,19.75,39
18039559,0,37.786705,-122.42435,1,1.0,251.46001,90,10,10,10,10,9,9,17.0,15.0,30.0,0.0,1.0,12.0,18.0,15.0,22.0,14.0,22.0,17.0,12
14868610,0,37.75782,-122.44414,3,2.5,707.08002,99,10,10,10,10,9,10,8.0,6.0,24.0,29.0,23.0,20.0,28.0,22.0,11.0,9.5,16.5,31.0,17
12042796,1,37.743858,-122.46807,2,1.0,357.06,100,10,10,10,10,10,10,0.0,0.0,0.0,5.5,9.5,12.5,11.0,5.0,7.0,5.0,0.0,0.0,17
6569900,0,37.960419,-122.533,0,1.0,191.49001,99,10,10,10,10,10,10,10.666667,12.333333,15.0,10.5,13.333333,23.666666,22.333334,11.666667,14.333333,20.333334,17.0,19.333334,35
17668480,0,37.811954,-122.24534,3,1.5,303.76001,88,10,9,9,9,9,9,5.0,0.0,9.5,14.0,13.0,18.0,21.0,16.0,17.0,23.0,9.0,16.0,13
6885470,0,37.854675,-122.27444,1,1.0,152.47,60,10,10,6,10,8,8,2.0,5.0,1.6666666,0.0,4.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,21
16475692,0,37.603565,-122.38787,1,2.0,72.519997,98,10,10,10,10,10,10,10.5,21.5,28.0,25.0,29.0,29.0,30.0,30.0,30.0,31.0,28.0,30.0,15
9545950,0,37.785275,-122.4353,1,1.0,159.03999,98,10,10,10,10,10,10,3.3333333,4.0,5.5,3.0,15.5,15.0,14.0,24.0,21.5,15.0,8.0,2.0,26
6628565,1,37.821671,-122.25018,1,1.0,121.11,96,10,10,10,10,10,10,1.5,10.0,4.5,7.5,2.6666667,5.0,7.3333335,5.5,6.0,16.5,8.0,6.5,27
2483665,1,37.762383,-122.40369,1,1.0,192.78,97,10,10,10,10,10,10,17.0,9.0,24.0,26.0,8.5,27.0,27.0,20.0,16.0,6.0,10.0,0.0,18
10926639,0,37.773628,-122.44656,1,1.0,92.550003,95,10,10,9,10,10,9,22.0,19.0,23.333334,21.0,20.0,26.5,26.0,27.0,26.5,21.5,14.0,14.5,26
17235463,0,37.689602,-122.4597,1,1.0,76.559998,96,10,10,10,10,9,10,21.0,11.0,26.5,29.0,30.0,29.0,30.0,31.0,28.0,27.0,17.0,18.0,13
14139412,0,37.779697,-122.40689,1,1.0,124.75,82,9,9,9,9,8,9,19.0,8.0,4.0,0.0,0.0,7.0,11.0,17.5,22.0,20.0,16.5,12.5,19
5363237,0,38.275696,-122.88959,0,1.0,236.41,97,10,10,10,10,10,9,4.6666665,4.25,6.75,9.666667,11.666667,10.666667,16.333334,13.333333,8.0,10.0,7.3333335,6.6666665,38
16403552,1,37.747162,-122.41443,1,1.0,205.77,97,10,10,10,10,10,9,7.0,10.0,3.0,11.0,20.0,11.0,15.0,19.0,18.0,10.0,9.0,1.0,12
7939262,0,37.797722,-122.19312,1,1.0,109.31,97,10,10,10,10,10,10,13.333333,14.333333,16.666666,16.5,13.5,19.5,15.0,22.5,16.0,15.333333,13.666667,12.666667,31
867530,0,37.73822,-122.42233,0,1.0,138.75999,95,10,10,10,10,9,9,20.0,23.0,21.25,23.333334,25.333334,26.333334,25.333334,26.666666,24.0,28.25,19.25,20.25,42
2547844,0,37.732628,-122.4414,2,1.0,161.25,91,9,9,9,10,9,9,0.5,6.25,7.5,11.0,16.0,12.0,15.0,10.0,9.333333,3.5,4.5,2.75,34
1633173,0,37.725712,-122.41814,1,1.0,70.5,82,9,9,8,9,9,8,27.0,21.0,19.5,29.0,23.0,21.0,30.5,30.0,25.0,24.0,10.5,13.5,21
4183088,0,37.77837,-122.43442,3,2.5,1133.33,100,10,10,10,10,9,10,2.75,1.0,0.0,0.66666669,0.0,0.0,0.0,0.66666669,0.0,0.0,0.25,1.5,41
13607841,0,37.942368,-122.31284,1,1.0,76.82,96,10,10,10,10,10,10,22.5,26.0,28.0,26.0,28.0,14.0,29.5,18.0,26.5,27.0,10.5,27.5,21
5788099,0,37.799114,-122.40567,2,2.0,620.69,98,10,10,10,10,10,10,7.3333335,7.3333335,12.75,5.3333335,3.3333333,6.3333335,14.333333,8.666667,9.0,10.333333,17.666666,13.333333,37
17226359,0,37.689304,-122.45956,1,1.0,68.699997,96,10,10,10,10,9,10,18.0,14.0,20.0,24.0,17.0,29.0,29.0,30.0,28.0,26.0,19.0,20.0,13
15691585,0,37.89497,-122.29887,0,1.0,81.32,98,10,10,10,10,10,10,21.5,22.0,27.0,27.0,26.0,14.0,28.0,31.0,29.0,24.0,11.0,19.0,16
9063798,0,37.772911,-122.43642,1,1.0,105.63,91,10,9,9,10,10,9,21.666666,17.0,31.0,22.0,4.0,11.5,1.0,0.0,2.0,0.0,8.0,12.666667,25
3522526,0,38.106327,-122.86145,1,1.0,137.17999,94,10,10,10,10,10,9,3.25,5.25,8.25,10.333333,14.0,12.333333,13.333333,10.25,12.25,8.5,8.25,5.5,44
4617719,0,37.732193,-122.40815,2,1.0,187.61,98,10,10,10,10,9,10,24.0,24.25,28.75,27.666666,29.666666,27.333334,30.0,29.0,28.0,22.0,19.0,23.0,42
10088573,0,37.675705,-122.48893,1,1.0,127.27,96,10,10,10,10,9,10,8.333333,16.666666,22.666666,24.5,26.5,24.5,26.0,26.5,25.0,19.0,18.5,12.0,28
6936417,0,37.760284,-122.39365,2,1.0,279.88,98,10,10,10,10,10,9,5.0,4.0,2.0,12.0,11.5,4.6666665,9.333333,2.6666667,3.0,3.6666667,2.5,3.5,32
7664193,1,37.836052,-122.2813,1,1.0,187.27,94,10,10,10,10,9,9,0.0,0.0,3.0,0.0,2.0,4.5,12.5,14.666667,10.333333,0.0,1.3333334,0.0,31
1515858,0,37.81168,-122.25407,3,2.5,334.23999,96,10,10,10,10,10,10,5.0,9.75,16.75,7.0,13.333333,11.0,7.0,9.0,7.75,13.5,10.0,5.0,39
7989636,0,37.796165,-122.41236,1,1.0,135.55,98,10,10,10,10,10,10,29.0,27.0,31.0,29.0,31.0,30.0,31.0,24.0,30.0,30.333334,24.666666,30.0,32
5929650,1,37.95631,-122.04171,1,1.0,51.560001,91,9,9,9,9,8,9,21.0,29.0,31.0,13.0,15.333333,29.666666,16.5,21.0,23.0,9.0,7.5,19.5,26
1125115,1,37.735863,-122.46462,1,3.0,59.27,94,10,10,10,10,10,9,24.0,13.333333,18.666666,27.0,28.0,16.333334,27.0,23.0,20.666666,22.333334,26.0,19.5,32
7009654,0,37.73632,-122.43691,1,1.0,80.540001,97,10,10,10,10,10,10,10.0,9.0,20.0,24.0,25.0,6.3333335,14.0,9.333333,19.333334,21.666666,10.333333,14.0,29
10083256,0,37.780865,-121.93748,1,1.0,157.44,99,10,10,10,10,10,10,19.333334,17.333334,10.333333,11.0,25.5,22.0,25.0,22.0,20.5,12.5,11.5,13.0,28
8581721,0,37.849415,-122.12342,1,1.0,94.129997,96,10,10,10,10,10,10,11.333333,11.0,12.0,10.5,14.5,18.5,15.0,18.0,14.0,10.5,6.3333335,10.666667,29
12524443,0,37.88895,-122.28809,1,0.0,50.07,98,10,10,10,10,10,10,27.0,18.5,16.0,12.0,22.0,23.0,19.0,23.5,27.5,23.5,23.0,18.0,23
5196070,0,37.710106,-122.4463,1,1.0,103.22,88,9,9,9,9,8,9,2.25,12.666667,16.75,21.333334,26.333334,14.666667,31.0,31.0,20.333334,7.6666665,12.666667,10.666667,36
1815551,0,37.75045,-122.42785,1,1.0,268.85999,98,10,10,10,10,10,9,21.25,17.75,18.25,20.333334,23.333334,19.333334,22.666666,22.75,21.25,17.75,18.5,14.0,44
7715542,0,37.803532,-122.4223,1,1.0,185.03999,91,9,9,9,10,10,9,25.0,16.0,26.0,16.0,26.5,24.0,23.5,23.0,23.333334,20.666666,22.0,16.333334,29
7611737,1,37.450447,-122.18423,2,1.0,210.62,88,10,10,9,10,10,9,14.5,17.5,14.0,26.0,25.5,29.5,22.0,22.0,13.0,22.0,24.0,13.5,25
1356129,0,37.750835,-122.42341,1,1.0,129.85001,93,10,10,10,10,10,9,19.25,24.25,28.0,25.333334,28.0,29.333334,27.0,27.333334,26.0,20.5,15.0,16.75,42
13139792,0,37.960815,-122.5251,0,1.0,113.75,98,10,10,10,10,10,10,12.5,9.5,16.5,10.0,14.0,21.0,16.5,17.5,24.5,22.0,17.5,13.5,23
827055,0,37.971859,-122.06647,1,1.0,120.0,96,10,10,10,10,10,10,23.25,16.333334,20.666666,26.666666,28.0,27.0,28.333334,20.25,16.5,20.0,23.0,15.75,38
5149395,0,37.905888,-122.66888,4,4.0,3388.8899,100,10,10,10,10,10,10,1.5,0.0,0.0,0.0,3.0,0.5,1.5,0.0,0.0,2.5,5.0,5.5,24
8143404,1,37.779476,-122.4349,2,1.5,217.35001,96,10,10,10,10,10,9,7.0,10.0,14.5,10.5,11.5,6.5,14.5,11.0,4.0,7.5,2.5,2.5,24
13994543,0,37.824924,-122.28447,0,1.0,515.0,100,10,9,10,10,8,10,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,20
8559147,1,37.652264,-122.4597,1,1.0,33.880001,85,9,9,8,9,9,9,15.5,19.0,11.5,19.5,14.0,11.0,20.0,15.0,8.333333,13.666667,14.333333,20.0,25
14861698,0,37.795467,-122.41494,1,1.0,154.25,90,10,9,9,9,10,9,12.0,27.0,19.0,6.0,18.0,16.0,25.0,28.0,12.0,20.0,18.5,16.5,17
9971487,0,37.777218,-122.39239,2,2.0,558.41998,96,10,9,9,10,10,9,12.5,27.0,24.0,14.0,27.0,24.5,28.0,27.0,24.5,21.5,19.0,20.0,22
7343245,0,37.786892,-122.43889,4,2.0,847.46002,96,10,10,9,10,10,10,13.666667,12.0,11.666667,7.5,10.5,8.0,9.0,17.666666,18.333334,18.666666,5.6666665,9.0,33
5739,0,37.815033,-122.26212,0,1.0,110.91,99,10,10,10,10,10,10,22.25,21.25,24.5,23.0,24.333334,24.666666,24.333334,24.5,25.0,24.25,13.75,18.0,44
